terminal_id,stop_name,stop_desc,latitude,longitude,sistema,subsistema,status,cidade,distrito
720010561,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 30 (6043-10)",-23.654113,-46.710024,onibus,municipal,existente,São Paulo,kml_74
720010607,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 39 (737a-10 E N703-11)",-23.654123,-46.712043,onibus,municipal,existente,São Paulo,kml_74
720010608,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 38 (637r-10)",-23.654091,-46.711798,onibus,municipal,existente,São Paulo,kml_74
720010609,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 37 (7016-10)",-23.654060,-46.711581,onibus,municipal,existente,São Paulo,kml_74
720010610,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 36 (7023-10)",-23.654040,-46.711385,onibus,municipal,existente,São Paulo,kml_74
720010611,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 35 (6013-10)",-23.654015,-46.711192,onibus,municipal,existente,São Paulo,kml_74
720010613,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 34 (6007-10)",-23.653998,-46.711021,onibus,municipal,existente,São Paulo,kml_74
720010614,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 33 (675l-10)",-23.654009,-46.710747,onibus,municipal,existente,São Paulo,kml_74
720010616,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 32 (ts 7022-10 / Tp N705-11)",-23.654021,-46.710470,onibus,municipal,existente,São Paulo,kml_74
720010617,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 31 (6014-10)",-23.654029,-46.710324,onibus,municipal,existente,São Paulo,kml_74
720010618,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 40 (6076-10 E 6076-41)",-23.654049,-46.712076,onibus,municipal,existente,São Paulo,kml_74
720010620,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 45 (6071-10)",-23.653984,-46.711591,onibus,municipal,existente,São Paulo,kml_74
720010621,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 46 (6030-10)",-23.653956,-46.711371,onibus,municipal,existente,São Paulo,kml_74
720010623,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 47 (6062-51)",-23.653924,-46.711065,onibus,municipal,existente,São Paulo,kml_74
750006763,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613644,-46.476675,onibus,municipal,existente,São Paulo,kml_54
750006764,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613544,-46.476653,onibus,municipal,existente,São Paulo,kml_54
750006765,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613443,-46.476616,onibus,municipal,existente,São Paulo,kml_54
750006766,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613335,-46.476583,onibus,municipal,existente,São Paulo,kml_54
750006767,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613231,-46.476546,onibus,municipal,existente,São Paulo,kml_54
750006768,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613114,-46.476518,onibus,municipal,existente,São Paulo,kml_54
750006769,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612987,-46.476484,onibus,municipal,existente,São Paulo,kml_54
750006771,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612651,-46.476395,onibus,municipal,existente,São Paulo,kml_54
750006772,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612541,-46.476368,onibus,municipal,existente,São Paulo,kml_54
750006773,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612588,-46.476223,onibus,municipal,existente,São Paulo,kml_54
750006774,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612759,-46.476282,onibus,municipal,existente,São Paulo,kml_54
750006775,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612880,-46.476322,onibus,municipal,existente,São Paulo,kml_54
750006776,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613025,-46.476348,onibus,municipal,existente,São Paulo,kml_54
750006777,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613166,-46.476383,onibus,municipal,existente,São Paulo,kml_54
750006778,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613301,-46.476426,onibus,municipal,existente,São Paulo,kml_54
750006779,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613425,-46.476464,onibus,municipal,existente,São Paulo,kml_54
750006782,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613560,-46.476498,onibus,municipal,existente,São Paulo,kml_54
750006783,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.614100,-46.476523,onibus,municipal,existente,São Paulo,kml_54
750006786,Terminal S. Mateus - Plat. C,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613966,-46.476486,onibus,municipal,existente,São Paulo,kml_54
750006788,Terminal S. Mateus - Plat. D,Term. S. Mateus - Plat. D Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613206,-46.476113,onibus,municipal,existente,São Paulo,kml_54
750006789,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613548,-46.476359,onibus,municipal,existente,São Paulo,kml_54
750006792,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613250,-46.476285,onibus,municipal,existente,São Paulo,kml_54
770006791,Terminal S. Mateus - Plat. C,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613122,-46.476266,onibus,municipal,existente,São Paulo,kml_54
780006742,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614232,-46.501177,onibus,municipal,existente,São Paulo,kml_43
780006744,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614191,-46.500792,onibus,municipal,existente,São Paulo,kml_43
780006745,"Terminal Sapopemba, 7010",Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima,-23.614160,-46.500528,onibus,municipal,existente,São Paulo,kml_43
780006746,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614111,-46.501237,onibus,municipal,existente,São Paulo,kml_43
780006747,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614089,-46.501050,onibus,municipal,existente,São Paulo,kml_43
780006748,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614068,-46.500835,onibus,municipal,existente,São Paulo,kml_43
780006749,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614048,-46.500623,onibus,municipal,existente,São Paulo,kml_43
780006750,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613995,-46.501168,onibus,municipal,existente,São Paulo,kml_43
780006751,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613952,-46.500781,onibus,municipal,existente,São Paulo,kml_43
780006752,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613942,-46.500669,onibus,municipal,existente,São Paulo,kml_43
780006754,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: R Maria Rosa De Souza/ Av Arquiteto Vilanova Artigas",-23.613907,-46.500763,onibus,municipal,existente,São Paulo,kml_43
800015919,Terminal Mercado,Term. Mercado Ref.: Vdto Antonio Nakashima/ Vdto Diario Popular,-23.547189,-46.628740,onibus,municipal,existente,São Paulo,kml_94
800015920,Terminal Mercado,Term. Mercado Ref.: Vdto Antonio Nakashima/ Vdto Diario Popular,-23.547367,-46.628762,onibus,municipal,existente,São Paulo,kml_94
800016488,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 1 - Pmv 01,-23.547976,-46.629824,onibus,municipal,existente,São Paulo,kml_94
800016490,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 03).,-23.547502,-46.630142,onibus,municipal,existente,São Paulo,kml_94
800016491,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 04).,-23.547309,-46.630280,onibus,municipal,existente,São Paulo,kml_94
800016492,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 05),-23.547152,-46.630393,onibus,municipal,existente,São Paulo,kml_94
800016493,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 06).,-23.546986,-46.630503,onibus,municipal,existente,São Paulo,kml_94
800016494,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 07).,-23.546826,-46.630612,onibus,municipal,existente,São Paulo,kml_94
800016496,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 09).,-23.546587,-46.630777,onibus,municipal,existente,São Paulo,kml_94
800016500,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 10),-23.546269,-46.630925,onibus,municipal,existente,São Paulo,kml_94
800016501,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 11) - Vago,-23.546427,-46.630809,onibus,municipal,existente,São Paulo,kml_94
800016502,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 12),-23.546562,-46.630710,onibus,municipal,existente,São Paulo,kml_94
800016503,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 13),-23.546661,-46.630635,onibus,municipal,existente,São Paulo,kml_94
800016504,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Term. Pq. Dom Pedro Ii - Plat 02 (pmv - 14),-23.546798,-46.630543,onibus,municipal,existente,São Paulo,kml_94
800016505,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 15),-23.546958,-46.630401,onibus,municipal,existente,São Paulo,kml_94
800016506,Terminal Parque Dom Pedro II - Plat 02,Term. Parque Dom Pedro II - Plat 02 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 16),-23.547451,-46.630072,onibus,municipal,existente,São Paulo,kml_94
800016510,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 20),-23.547642,-46.629743,onibus,municipal,existente,São Paulo,kml_94
800016512,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 22),-23.547318,-46.629980,onibus,municipal,existente,São Paulo,kml_94
800016514,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 24).,-23.547055,-46.630144,onibus,municipal,existente,São Paulo,kml_94
800016516,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 26),-23.546776,-46.630307,onibus,municipal,existente,São Paulo,kml_94
800016518,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 28),-23.546596,-46.630462,onibus,municipal,existente,São Paulo,kml_94
800016519,Terminal Parque Dom Pedro II - Plat 03,Term. Parque Dom Pedro II - Plat 03 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 29),-23.546483,-46.630521,onibus,municipal,existente,São Paulo,kml_94
800016520,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 31),-23.546588,-46.630359,onibus,municipal,existente,São Paulo,kml_94
800016521,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 32),-23.546740,-46.630261,onibus,municipal,existente,São Paulo,kml_94
800016522,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 33),-23.546876,-46.630176,onibus,municipal,existente,São Paulo,kml_94
800016523,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 34),-23.546987,-46.630103,onibus,municipal,existente,São Paulo,kml_94
800016524,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 35),-23.547106,-46.630039,onibus,municipal,existente,São Paulo,kml_94
800016531,Terminal Parque Dom Pedro II - Plat 04,Term. Parque Dom Pedro II - Plat 04 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 42).,-23.547891,-46.629487,onibus,municipal,existente,São Paulo,kml_94
800016532,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 43).,-23.547661,-46.629409,onibus,municipal,existente,São Paulo,kml_94
800016533,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 44),-23.547507,-46.629509,onibus,municipal,existente,São Paulo,kml_94
800016534,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 45),-23.547317,-46.629636,onibus,municipal,existente,São Paulo,kml_94
800016536,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 47),-23.547029,-46.629839,onibus,municipal,existente,São Paulo,kml_94
800016537,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 48),-23.546921,-46.629921,onibus,municipal,existente,São Paulo,kml_94
800016538,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 49).,-23.546800,-46.630001,onibus,municipal,existente,São Paulo,kml_94
800016539,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 50).,-23.546672,-46.630078,onibus,municipal,existente,São Paulo,kml_94
800016540,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 51).,-23.546553,-46.630168,onibus,municipal,existente,São Paulo,kml_94
800016541,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 53),-23.546429,-46.630252,onibus,municipal,existente,São Paulo,kml_94
800016542,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 54),-23.546414,-46.630191,onibus,municipal,existente,São Paulo,kml_94
800016543,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 55).,-23.546528,-46.630105,onibus,municipal,existente,São Paulo,kml_94
800016544,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 56).,-23.546643,-46.630032,onibus,municipal,existente,São Paulo,kml_94
800016546,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 58),-23.546902,-46.629861,onibus,municipal,existente,São Paulo,kml_94
800016547,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 59),-23.547014,-46.629795,onibus,municipal,existente,São Paulo,kml_94
800016549,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 61),-23.547245,-46.629620,onibus,municipal,existente,São Paulo,kml_94
800016550,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 62) - Vago,-23.547413,-46.629507,onibus,municipal,existente,São Paulo,kml_94
800016552,Terminal Parque Dom Pedro II - Plat 06,Term. Parque Dom Pedro II - Plat 06 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 64),-23.547724,-46.629243,onibus,municipal,existente,São Paulo,kml_94
800016553,Terminal Parque Dom Pedro II - Plat 05,Term. Parque Dom Pedro II - Plat 05 Ref.: Av Do Estado/ Vdto Antonio Nakashima - (pmv - 52).,-23.546496,-46.630210,onibus,municipal,existente,São Paulo,kml_94
820005694,Terminal Metrô Tatuapé (lado Norte),Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539795,-46.576335,onibus,municipal,existente,São Paulo,kml_32
820005700,"Terminal Metrô Tatuapé (lado Norte), 0",Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539845,-46.576710,onibus,municipal,existente,São Paulo,kml_32
820005701,"Terminal Metrô Tatuapé (lado Norte), 0",Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539920,-46.577140,onibus,municipal,existente,São Paulo,kml_32
820005702,"Terminal Metrô Tatuapé (lado Norte), 0",Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539977,-46.577473,onibus,municipal,existente,São Paulo,kml_32
820005703,"Terminal Metrô Tatuapé (lado Norte), 0",Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539913,-46.577519,onibus,municipal,existente,São Paulo,kml_32
820005704,Terminal Metrô Tatuapé (lado Norte),Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539846,-46.577164,onibus,municipal,existente,São Paulo,kml_32
820005705,"Terminal Metrô Tatuapé (lado Norte), 0",Term. Metrô Tatuapé (lado Norte) Ref.: Terminal Metro Tatuape/ R Henrique Sertorio,-23.539800,-46.576867,onibus,municipal,existente,São Paulo,kml_32
820012445,"Terminal Aricanduva, 0",Ref.: Estr Da Penha/ R Frei Bertoldo,-23.528508,-46.554570,onibus,municipal,existente,São Paulo,kml_34
820012446,"Terminal Aricanduva, 0",Ref.: Estr Da Penha/ R Frei Bertoldo,-23.528236,-46.554738,onibus,municipal,existente,São Paulo,kml_34
820012449,"Terminal Aricanduva, 0",Term. Aricanduva Ref.: Av. Celso Garcia X Av. Airton Pretini,-23.528919,-46.554263,onibus,municipal,existente,São Paulo,kml_34
820012450,"Terminal Aricanduva, 0",Term. Aricanduva Ref.: Av. Celso Garcia X Av. Airton Pretini,-23.528449,-46.554554,onibus,municipal,existente,São Paulo,kml_34
820012453,"Terminal Aricanduva, 0",Term. Aricanduva Ref.: Av. Celso Garcia X Av. Airton Pretini,-23.528654,-46.554421,onibus,municipal,existente,São Paulo,kml_34
820012455,"Terminal Aricanduva, 0",,-23.529052,-46.554190,onibus,municipal,existente,São Paulo,kml_34
820012456,"Terminal Aricanduva, 0",Ref.: Av. Celso Garcia X Av. Airton Pretini,-23.529312,-46.554027,onibus,municipal,existente,São Paulo,kml_34
820012489,Terminal Metrô Carrão (lado Sul) Plat. D,Term. Metrô Carrão (lado Sul) Plat. D Ref.: Plataforma D,-23.538742,-46.564444,onibus,municipal,existente,São Paulo,kml_32
820012490,"Terminal Metrô Carrão (lado Sul) Plat. D, 0",Term. Metrô Carrão (lado Sul) Plat. D Ref.: Plataforma D,-23.538636,-46.563909,onibus,municipal,existente,São Paulo,kml_32
820012491,"Terminal Metrô Carrão (lado Sul) Plat. D, 0",Term. Metrô Carrão (lado Sul) Plat. D Ref.: Plataforma D,-23.538530,-46.563362,onibus,municipal,existente,São Paulo,kml_32
820012492,Terminal Metrô Carrão (lado Sul) Plat. D,Term. Metrô Carrão (lado Sul) Plat. D Ref.: Plataforma D,-23.538443,-46.562934,onibus,municipal,existente,São Paulo,kml_32
820012493,"Terminal Metrô Carrão (lado Sul) Plat. D, 0",Term. Metrô Carrão (lado Sul) Plat. D Ref.: Plataforma D,-23.538379,-46.562826,onibus,municipal,existente,São Paulo,kml_32
820012496,Terminal Metrô Carrão (lado Sul) Plat. C,Term. Metrô Carrão (lado Sul) Plat. C Ref.: Plataforma C,-23.538455,-46.563566,onibus,municipal,existente,São Paulo,kml_32
820012497,"Terminal Metrô Carrão (lado Sul) Plat. C, 0",Term. Metrô Carrão (lado Sul) Plat. C Ref.: Plataforma C,-23.538514,-46.563865,onibus,municipal,existente,São Paulo,kml_32
820012498,"Terminal Metrô Carrão (lado Sul) Plat. C, 0",Term. Metrô Carrão (lado Sul) Plat. C Ref.: Plat. C,-23.538572,-46.564204,onibus,municipal,existente,São Paulo,kml_32
820012499,"Terminal Metrô Carrão (lado Sul) Plat. C, 0",Term. Metrô Carrão (lado Sul) Plat. C Ref.: Plataforma C,-23.538635,-46.564549,onibus,municipal,existente,São Paulo,kml_32
840002042,Terminal Metrô Parada Inglesa,Ref.: R Prf. Marcondes Domingues/ R Inglesa,-23.486684,-46.608124,onibus,municipal,existente,São Paulo,kml_96
840002046,Terminal Metrô Parada Inglesa,Ref.: R Prf. Marcondes Domingues/ R Inglesa,-23.486802,-46.608075,onibus,municipal,existente,São Paulo,kml_96
840002049,Terminal Metrô Parada Inglesa,Term. Metrô Parada Inglesa Ref.: R Prf. Marcondes Domingues/ R Inglesa,-23.486857,-46.608417,onibus,municipal,existente,São Paulo,kml_96
850011542,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 3 (6805-31),-23.643646,-46.734277,onibus,municipal,existente,São Paulo,kml_3
850011544,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 5 (6836-10),-23.643672,-46.733999,onibus,municipal,existente,São Paulo,kml_3
850011554,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 3 - Pmd 16 (6803-10),-23.643817,-46.734454,onibus,municipal,existente,São Paulo,kml_3
920010969,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: Av Professor Noe Azevedo/ R Vergueiro,-23.589407,-46.634161,onibus,municipal,existente,São Paulo,kml_75
920010970,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: Av Professor Noe Azevedo/ R Vergueiro,-23.589370,-46.633766,onibus,municipal,existente,São Paulo,kml_75
920010971,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: Av Professor Noe Azevedo/ Av. Lins De Vasconcelos,-23.589351,-46.633498,onibus,municipal,existente,São Paulo,kml_75
920010973,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: Av Professor Noe Azevedo/ R Vergueiro,-23.589442,-46.633676,onibus,municipal,existente,São Paulo,kml_75
920010974,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: Av Professor Noe Azevedo/ R Vergueiro,-23.589461,-46.633867,onibus,municipal,existente,São Paulo,kml_75
920010976,Terminal Metrô Vila Mariana,Term. Metrô Vila Mariana Ref.: R Cornelio De Paula Junior/ Av Professor Noe Azevedo,-23.589499,-46.634293,onibus,municipal,existente,São Paulo,kml_75
920016434,Terminal Metrô Ana Rosa,Term. Metrô Ana Rosa Ref.: Av Conselheiro Rodrigues Alves/ R Machado De Assis,-23.581949,-46.638442,onibus,municipal,existente,São Paulo,kml_75
920016435,Terminal Metrô Ana Rosa,Term. Metrô Ana Rosa Ref.: Av Conselheiro Rodrigues Alves/ R Machado De Assis,-23.582183,-46.638318,onibus,municipal,existente,São Paulo,kml_75
920016437,Terminal Metrô Ana Rosa,Term. Metrô Ana Rosa Ref.: Av Conselheiro Rodrigues Alves/ R Machado De Assis,-23.582385,-46.637946,onibus,municipal,existente,São Paulo,kml_75
920016438,Terminal Metrô Ana Rosa,Term. Metrô Ana Rosa Ref.: Av Conselheiro Rodrigues Alves/ R Machado De Assis,-23.582218,-46.638069,onibus,municipal,existente,São Paulo,kml_75
