terminal_id,stop_name,stop_desc,latitude,longitude,sistema,subsistema,status,cidade,distrito,latlon
450011541,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 2 (6041-21),-23.643633,-46.734412,onibus,municipal,existente,São Paulo,kml_3,"-23.643633,-46.734412"
450011543,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 4 (7021-10),-23.643659,-46.734157,onibus,municipal,existente,São Paulo,kml_3,"-23.643659,-46.734157"
450011545,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 6 (6801-10 E 6801-51*),-23.643686,-46.733857,onibus,municipal,existente,São Paulo,kml_3,"-23.643686,-46.733857"
450011547,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 7 (675i-10 / N744-11),-23.643741,-46.733278,onibus,municipal,existente,São Paulo,kml_3,"-23.643741,-46.733278"
450011548,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 2 - Pmd 8 (6403-10 E N837-11),-23.643777,-46.732793,onibus,municipal,existente,São Paulo,kml_3,"-23.643777,-46.732793"
450011551,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 3 - Pmd 12 (5119-23 E N743-11),-23.643862,-46.733775,onibus,municipal,existente,São Paulo,kml_3,"-23.643862,-46.733775"
450011552,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 3 - Pmd 14 (6804-10),-23.643842,-46.734141,onibus,municipal,existente,São Paulo,kml_3,"-23.643842,-46.734141"
450011553,Terminal João Dias,Term. João Dias Ref.: Tjd - Plat. 3 - Pmd 15 (6806-10),-23.643826,-46.734285,onibus,municipal,existente,São Paulo,kml_3,"-23.643826,-46.734285"
450014023,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 2 (637a-26),-23.668588,-46.735464,onibus,municipal,existente,São Paulo,kml_3,"-23.668588,-46.735464"
450014026,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 4 (6019-10),-23.668239,-46.735462,onibus,municipal,existente,São Paulo,kml_3,"-23.668239,-46.735462"
450014028,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 2 - Pmd 15 (6505-10),-23.668724,-46.735259,onibus,municipal,existente,São Paulo,kml_3,"-23.668724,-46.735259"
450014030,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 6 (7017-10),-23.667918,-46.735458,onibus,municipal,existente,São Paulo,kml_3,"-23.667918,-46.735458"
450014032,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 7 (7012-10),-23.667706,-46.735458,onibus,municipal,existente,São Paulo,kml_3,"-23.667706,-46.735458"
450014033,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 8 (6010-10),-23.667603,-46.73546,onibus,municipal,existente,São Paulo,kml_3,"-23.667603,-46.735460"
450014034,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 1 - Pmd 9 (6035-21 E N738-11),-23.667488,-46.735456,onibus,municipal,existente,São Paulo,kml_3,"-23.667488,-46.735456"
450014035,Terminal Guarapiranga,Ref.: R Theodolino Pereira De Almeida/ R Joao De Abreu,-23.667495,-46.735234,onibus,municipal,existente,São Paulo,kml_3,"-23.667495,-46.735234"
450014036,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 2 - Pmd 10 (5185-10),-23.667624,-46.735238,onibus,municipal,existente,São Paulo,kml_3,"-23.667624,-46.735238"
450014037,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 2 - Pmd 11 (707k-10),-23.667747,-46.735236,onibus,municipal,existente,São Paulo,kml_3,"-23.667747,-46.735236"
450014038,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 2 - Pmd 12 (5391-21),-23.667894,-46.73524,onibus,municipal,existente,São Paulo,kml_3,"-23.667894,-46.735240"
450014040,"Terminal Guarapiranga, 152","Term. Guarapiranga, 152 Ref.: Tgu - Plat. 2 - Pmd 13 (5129-10)",-23.668318,-46.735245,onibus,municipal,existente,São Paulo,kml_3,"-23.668318,-46.735245"
450014041,Terminal Guarapiranga,Term. Guarapiranga Ref.: Tgu - Plat. 2 - Pmd 14 (709g-10),-23.668433,-46.735247,onibus,municipal,existente,São Paulo,kml_3,"-23.668433,-46.735247"
450014042,Terminal Guarapiranga,Ref.: R Theodolino Pereira De Almeida/ R Joao De Abreu,-23.66856,-46.735253,onibus,municipal,existente,São Paulo,kml_3,"-23.668560,-46.735253"
460008309,Terminal Cptm José Bonifácio Pl2,Term. Cptm José Bonifácio Pl2 Ref.: R Joao Piqueras/ R Silvio Marques Junior,-23.539572,-46.431755,onibus,municipal,existente,São Paulo,kml_22,"-23.539572,-46.431755"
460008310,Terminal Cptm José Bonifácio Pl2,Term. Cptm José Bonifácio Pl2 Ref.: Av. Nagib Farah Maluf - Est. Cptm José Bonifácio,-23.539871,-46.431932,onibus,municipal,existente,São Paulo,kml_22,"-23.539871,-46.431932"
460008312,Terminal Cptm José Bonifácio Pl 1,Term. Cptm José Bonifácio Pl 1 Ref.: Av. Nagib Farah Maluf,-23.539766,-46.431417,onibus,municipal,existente,São Paulo,kml_22,"-23.539766,-46.431417"
460008313,Terminal Cptm José Bonifácio Pl 1,Term. Cptm José Bonifácio Pl 1 Ref.: R Joao Piqueras/ R Silvio Marques Junior,-23.539618,-46.431353,onibus,municipal,existente,São Paulo,kml_22,"-23.539618,-46.431353"
480014933,"Terminal Lapa - Plat. 1, 0",Term. Lapa - Plat. 1 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520125,-46.7004,onibus,municipal,existente,São Paulo,kml_45,"-23.520125,-46.700400"
480014934,"Terminal Lapa - Plat. 1, 0",Term. Lapa - Plat. 1 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520202,-46.700188,onibus,municipal,existente,São Paulo,kml_45,"-23.520202,-46.700188"
480014935,"Terminal Lapa - Plat. 1, 0",Term. Lapa - Plat. 1 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520279,-46.699979,onibus,municipal,existente,São Paulo,kml_45,"-23.520279,-46.699979"
480014936,"Terminal Lapa - Plat. 1, 0",Term. Lapa - Plat. 1 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520355,-46.699794,onibus,municipal,existente,São Paulo,kml_45,"-23.520355,-46.699794"
480014937,Terminal Lapa - Plat. 1,Term. Lapa - Plat. 1 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.52044,-46.699604,onibus,municipal,existente,São Paulo,kml_45,"-23.520440,-46.699604"
480014938,Terminal Lapa - Plat. 2,Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519982,-46.700411,onibus,municipal,existente,São Paulo,kml_45,"-23.519982,-46.700411"
480014939,Terminal Lapa - Plat. 2,Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.52003,-46.70028,onibus,municipal,existente,São Paulo,kml_45,"-23.520030,-46.700280"
480014940,"Terminal Lapa - Plat. 2, 0",Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520083,-46.700142,onibus,municipal,existente,São Paulo,kml_45,"-23.520083,-46.700142"
480014941,"Terminal Lapa - Plat. 2, 0",Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520141,-46.700009,onibus,municipal,existente,São Paulo,kml_45,"-23.520141,-46.700009"
480014942,"Terminal Lapa - Plat. 2, 0",Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520198,-46.699857,onibus,municipal,existente,São Paulo,kml_45,"-23.520198,-46.699857"
480014943,"Terminal Lapa - Plat. 2, 0",Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520253,-46.699715,onibus,municipal,existente,São Paulo,kml_45,"-23.520253,-46.699715"
480014944,Terminal Lapa - Plat. 2,Term. Lapa - Plat. 2 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520338,-46.699501,onibus,municipal,existente,São Paulo,kml_45,"-23.520338,-46.699501"
480014946,"Terminal Lapa - Plat. 3, 0",Term. Lapa - Plat. 3 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519874,-46.700061,onibus,municipal,existente,São Paulo,kml_45,"-23.519874,-46.700061"
480014949,"Terminal Lapa - Plat. 3, 0",Term. Lapa - Plat. 3 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520111,-46.699464,onibus,municipal,existente,São Paulo,kml_45,"-23.520111,-46.699464"
480014950,"Terminal Lapa - Plat. 4, 0",Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519701,-46.700226,onibus,municipal,existente,São Paulo,kml_45,"-23.519701,-46.700226"
480014951,"Terminal Lapa - Plat. 4, 0",Term. Lapa - Plat. 4 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519747,-46.700118,onibus,municipal,existente,São Paulo,kml_45,"-23.519747,-46.700118"
480014952,Terminal Lapa - Plat. 4,Term. Lapa - Plat. 4 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519804,-46.699982,onibus,municipal,existente,São Paulo,kml_45,"-23.519804,-46.699982"
480014953,"Terminal Lapa - Plat. 4, 0",Term. Lapa - Plat. 4 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519849,-46.699872,onibus,municipal,existente,São Paulo,kml_45,"-23.519849,-46.699872"
480014954,"Terminal Lapa - Plat. 4, 0",Term. Lapa - Plat. 4 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.519896,-46.699762,onibus,municipal,existente,São Paulo,kml_45,"-23.519896,-46.699762"
480014955,"Terminal Lapa - Plat. 4, 0",Term. Lapa - Plat. 4 Ref.: Viaduto Comendador Elias Nagib Blein/ R Guaicurus,-23.519979,-46.699563,onibus,municipal,existente,São Paulo,kml_45,"-23.519979,-46.699563"
480014956,"Terminal Lapa - Plat. 4, 0",Term. Lapa - Plat. 4 Ref.: Vdto Comendador Elias Nagib Blein/ R Guaicurus,-23.520047,-46.699395,onibus,municipal,existente,São Paulo,kml_45,"-23.520047,-46.699395"
560009035,Terminal Parelheiros,Term. Parelheiros Ref.: R Quinze/ R Gentil Schunck Roschel - Terminal Parelheiros - Pmv 01,-23.828168,-46.727219,onibus,municipal,existente,São Paulo,kml_28,"-23.828168,-46.727219"
560009036,Terminal Parelheiros,Term. Parelheiros Ref.: R Quinze/ R Gentil Schunck Roschel - Terminal Parelheiros - Pmv 02,-23.828221,-46.727008,onibus,municipal,existente,São Paulo,kml_28,"-23.828221,-46.727008"
560009037,Terminal Parelheiros,Term. Parelheiros Ref.: R Quinze/ R Gentil Schunck Roschel - Terminal Parelheiros - Pmv 04,-23.828277,-46.727227,onibus,municipal,existente,São Paulo,kml_28,"-23.828277,-46.727227"
560009038,Terminal Parelheiros,Ref.: R Quinze/ R Gentil Schunck Roschel -- Terminal Parelheiros - Pmv 05,-23.828341,-46.727042,onibus,municipal,existente,São Paulo,kml_28,"-23.828341,-46.727042"
560009040,Terminal Parelheiros,Term. Parelheiros Ref.: R Quinze/ R Gentil Schunck Roschel -- Terminal Parelheiros - Pmv 06,-23.828422,-46.727173,onibus,municipal,existente,São Paulo,kml_28,"-23.828422,-46.727173"
560009042,Terminal Parelheiros - Pmv 08,Term. Parelheiros Ref.: R Quinze/ R Gentil Schunck Roschel,-23.828487,-46.726924,onibus,municipal,existente,São Paulo,kml_28,"-23.828487,-46.726924"
560009237,Terminal Varginha - Pmv 01,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario,-23.767102,-46.716478,onibus,municipal,existente,São Paulo,kml_28,"-23.767102,-46.716478"
560009238,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 02,-23.766793,-46.716431,onibus,municipal,existente,São Paulo,kml_28,"-23.766793,-46.716431"
560009239,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 03,-23.766628,-46.716396,onibus,municipal,existente,São Paulo,kml_28,"-23.766628,-46.716396"
560009240,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 04,-23.767546,-46.716409,onibus,municipal,existente,São Paulo,kml_28,"-23.767546,-46.716409"
560009241,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 05,-23.767443,-46.716398,onibus,municipal,existente,São Paulo,kml_28,"-23.767443,-46.716398"
560009242,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 06,-23.767334,-46.716385,onibus,municipal,existente,São Paulo,kml_28,"-23.767334,-46.716385"
560009243,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 07,-23.767215,-46.71637,onibus,municipal,existente,São Paulo,kml_28,"-23.767215,-46.716370"
560009244,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 08,-23.76711,-46.716357,onibus,municipal,existente,São Paulo,kml_28,"-23.767110,-46.716357"
560009245,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 09,-23.766947,-46.716333,onibus,municipal,existente,São Paulo,kml_28,"-23.766947,-46.716333"
560009246,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 10,-23.766819,-46.716318,onibus,municipal,existente,São Paulo,kml_28,"-23.766819,-46.716318"
560009247,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 11,-23.766702,-46.716302,onibus,municipal,existente,São Paulo,kml_28,"-23.766702,-46.716302"
560009248,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 12,-23.766575,-46.716284,onibus,municipal,existente,São Paulo,kml_28,"-23.766575,-46.716284"
560009252,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 13,-23.767594,-46.716279,onibus,municipal,existente,São Paulo,kml_28,"-23.767594,-46.716279"
560009253,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 14,-23.767485,-46.716268,onibus,municipal,existente,São Paulo,kml_28,"-23.767485,-46.716268"
560009254,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 15,-23.767393,-46.716258,onibus,municipal,existente,São Paulo,kml_28,"-23.767393,-46.716258"
560009255,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 16,-23.767299,-46.716245,onibus,municipal,existente,São Paulo,kml_28,"-23.767299,-46.716245"
560009256,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 17,-23.767192,-46.716232,onibus,municipal,existente,São Paulo,kml_28,"-23.767192,-46.716232"
560009257,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 18,-23.767101,-46.716219,onibus,municipal,existente,São Paulo,kml_28,"-23.767101,-46.716219"
560009258,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 19,-23.766956,-46.716195,onibus,municipal,existente,São Paulo,kml_28,"-23.766956,-46.716195"
560009259,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 20,-23.766783,-46.716177,onibus,municipal,existente,São Paulo,kml_28,"-23.766783,-46.716177"
560009260,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario - Terminal Varginha - Pmv 21,-23.766633,-46.716161,onibus,municipal,existente,São Paulo,kml_28,"-23.766633,-46.716161"
560009262,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 23,-23.766957,-46.716139,onibus,municipal,existente,São Paulo,kml_28,"-23.766957,-46.716139"
560009263,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 24,-23.767066,-46.716147,onibus,municipal,existente,São Paulo,kml_28,"-23.767066,-46.716147"
560009264,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 25,-23.767313,-46.716181,onibus,municipal,existente,São Paulo,kml_28,"-23.767313,-46.716181"
560009265,Terminal Varginha,Term. Varginha Ref.: Av Paulo Guilguer Reimberg/ R Ruben Dario -- Terminal Varginha - Pmv 26,-23.767658,-46.716221,onibus,municipal,existente,São Paulo,kml_28,"-23.767658,-46.716221"
600005609,"Terminal Metrô Vila Matilde, 0",Term. Metrô Vila Matilde Ref.: R Antonio Lamanna/ R Major Angelo Zanchi,-23.531334,-46.530354,onibus,municipal,existente,São Paulo,kml_34,"-23.531334,-46.530354"
600005612,"Terminal Metrô Vila Matilde, 0",Term. Metrô Vila Matilde Ref.: Rua Alvinopolis / Rua Atuai,-23.531263,-46.530399,onibus,municipal,existente,São Paulo,kml_34,"-23.531263,-46.530399"
600005618,"Terminal Metrô Vila Matilde, 0",Term. Metrô Vila Matilde Ref.: R Antonio Lamanna/ R Major Angelo Zanchi,-23.531285,-46.530149,onibus,municipal,existente,São Paulo,kml_34,"-23.531285,-46.530149"
600005621,"Terminal Metrô Vila Matilde, 0",Term. Metrô Vila Matilde Ref.: R Antonio Lamanna/ R Major Angelo Zanchi,-23.531386,-46.529943,onibus,municipal,existente,São Paulo,kml_34,"-23.531386,-46.529943"
600005623,"Terminal Metrô Vila Matilde, 0",Term. Metrô Vila Matilde Ref.: Acesso Ao Metrô Vila Matilde / R Atuaí,-23.53133,-46.529815,onibus,municipal,existente,São Paulo,kml_34,"-23.531330,-46.529815"
600012438,"Terminal Penha - Plat 4, 0",Term. Penha - Plat 4 Ref.: Term. Penha - Plataforma 4,-23.51881,-46.546657,onibus,municipal,existente,São Paulo,kml_34,"-23.518810,-46.546657"
600012439,"Terminal Penha - Plat 3, 0",Term. Penha - Plat 3 Ref.: Term. Penha - Plataforma 3,-23.518955,-46.546875,onibus,municipal,existente,São Paulo,kml_34,"-23.518955,-46.546875"
600012440,"Terminal Penha - Plat 3, 0",Term. Penha - Plat 3 Ref.: Terminal Penha - Plataforma 3,-23.518701,-46.546732,onibus,municipal,existente,São Paulo,kml_34,"-23.518701,-46.546732"
600012441,"Terminal Penha - Plat 2, 0",Term. Penha - Plat 2 Ref.: Term. Penha - Plataforma 2,-23.518928,-46.547006,onibus,municipal,existente,São Paulo,kml_34,"-23.518928,-46.547006"
600012442,"Terminal Penha - Plat 2, 0",Term. Penha - Plat 2 Ref.: Term. Penha - Plataforma 2,-23.518688,-46.546871,onibus,municipal,existente,São Paulo,kml_34,"-23.518688,-46.546871"
600012452,"Terminal Aricanduva, 0",Ref.: Estr Da Penha/ R Frei Bertoldo,-23.529065,-46.554214,onibus,municipal,existente,São Paulo,kml_34,"-23.529065,-46.554214"
630014979,Terminal Metrô Vila Madalena,Term. Metrô Vila Madalena Ref.: R Caiowaa/ R Marinho Falcao,-23.547146,-46.690081,onibus,municipal,existente,São Paulo,kml_37,"-23.547146,-46.690081"
630014980,Terminal Metrô Vila Madalena,Term. Metrô Vila Madalena Ref.: R Caiowaa/ R Marinho Falcao,-23.547208,-46.689999,onibus,municipal,existente,São Paulo,kml_37,"-23.547208,-46.689999"
630014981,Terminal Metrô Vila Madalena,Term. Metrô Vila Madalena Ref.: R Caiowaa/ R Marinho Falcao,-23.547241,-46.69019,onibus,municipal,existente,São Paulo,kml_37,"-23.547241,-46.690190"
630014982,Terminal Metrô Vila Madalena,Term. Metrô Vila Madalena Ref.: R Caiowaa/ R Marinho Falcao,-23.547324,-46.690055,onibus,municipal,existente,São Paulo,kml_37,"-23.547324,-46.690055"
640000512,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486848,-46.726591,onibus,municipal,existente,São Paulo,kml_35,"-23.486848,-46.726591"
640000513,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486707,-46.726454,onibus,municipal,existente,São Paulo,kml_35,"-23.486707,-46.726454"
640000514,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486567,-46.726323,onibus,municipal,existente,São Paulo,kml_35,"-23.486567,-46.726323"
640000515,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486423,-46.726181,onibus,municipal,existente,São Paulo,kml_35,"-23.486423,-46.726181"
640000516,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486269,-46.726036,onibus,municipal,existente,São Paulo,kml_35,"-23.486269,-46.726036"
640000517,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486133,-46.725903,onibus,municipal,existente,São Paulo,kml_35,"-23.486133,-46.725903"
640000518,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.485997,-46.72577,onibus,municipal,existente,São Paulo,kml_35,"-23.485997,-46.725770"
640000519,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.485857,-46.725639,onibus,municipal,existente,São Paulo,kml_35,"-23.485857,-46.725639"
640000520,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.485787,-46.725752,onibus,municipal,existente,São Paulo,kml_35,"-23.485787,-46.725752"
640000521,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel / Terminal Pirituba,-23.485892,-46.725846,onibus,municipal,existente,São Paulo,kml_35,"-23.485892,-46.725846"
640000522,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486003,-46.725954,onibus,municipal,existente,São Paulo,kml_35,"-23.486003,-46.725954"
640000523,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.48612,-46.726069,onibus,municipal,existente,São Paulo,kml_35,"-23.486120,-46.726069"
640000524,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486245,-46.726195,onibus,municipal,existente,São Paulo,kml_35,"-23.486245,-46.726195"
640000525,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486374,-46.726322,onibus,municipal,existente,São Paulo,kml_35,"-23.486374,-46.726322"
640000526,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486511,-46.726453,onibus,municipal,existente,São Paulo,kml_35,"-23.486511,-46.726453"
640000527,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.48664,-46.726572,onibus,municipal,existente,São Paulo,kml_35,"-23.486640,-46.726572"
640000528,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486754,-46.726674,onibus,municipal,existente,São Paulo,kml_35,"-23.486754,-46.726674"
640000529,Terminal Pirituba,Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.48685,-46.726762,onibus,municipal,existente,São Paulo,kml_35,"-23.486850,-46.726762"
640000531,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486921,-46.727053,onibus,municipal,existente,São Paulo,kml_35,"-23.486921,-46.727053"
640000532,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486817,-46.726962,onibus,municipal,existente,São Paulo,kml_35,"-23.486817,-46.726962"
640000533,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486713,-46.726865,onibus,municipal,existente,São Paulo,kml_35,"-23.486713,-46.726865"
640000534,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486617,-46.726776,onibus,municipal,existente,São Paulo,kml_35,"-23.486617,-46.726776"
640000535,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486535,-46.726693,onibus,municipal,existente,São Paulo,kml_35,"-23.486535,-46.726693"
640000536,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486454,-46.726619,onibus,municipal,existente,São Paulo,kml_35,"-23.486454,-46.726619"
640000537,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.48634,-46.726502,onibus,municipal,existente,São Paulo,kml_35,"-23.486340,-46.726502"
640000538,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486229,-46.726404,onibus,municipal,existente,São Paulo,kml_35,"-23.486229,-46.726404"
640000539,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.486127,-46.726307,onibus,municipal,existente,São Paulo,kml_35,"-23.486127,-46.726307"
640000540,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.48599,-46.726172,onibus,municipal,existente,São Paulo,kml_35,"-23.485990,-46.726172"
640000541,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.485859,-46.72605,onibus,municipal,existente,São Paulo,kml_35,"-23.485859,-46.726050"
640000542,Terminal Pirituba,Term. Pirituba Ref.: Av Dr. Felipe Pinel/ Terminal Pirituba,-23.485719,-46.725922,onibus,municipal,existente,São Paulo,kml_35,"-23.485719,-46.725922"
670016641,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 12 (8610-10),-23.549993,-46.640025,onibus,municipal,existente,São Paulo,kml_30,"-23.549993,-46.640025"
670016642,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 13 (6262-10),-23.550126,-46.639904,onibus,municipal,existente,São Paulo,kml_30,"-23.550126,-46.639904"
670016643,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 14 (6250-10),-23.550206,-46.63977,onibus,municipal,existente,São Paulo,kml_30,"-23.550206,-46.639770"
670016644,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 15 (6414-10),-23.550227,-46.639643,onibus,municipal,existente,São Paulo,kml_30,"-23.550227,-46.639643"
